StudentID,Name,Gender,Department,AdmissionYear,CurrentSemester,Age
ST10505,Katherine Martinez,Female,MECH,2024,7,23
ST10506,Jodi Roach,Male,AI_DS,2023,8,25
ST10507,Brandon Fleming,Male,ECE,2024,7,24
ST10508,Emma Reed,Male,AI_DS,2024,7,19
ST10509,Joshua Vance,Female,IT,2024,2,19
ST10510,Michelle Ho,Female,IT,2023,3,24
ST10511,Rebecca Hicks,Female,ECE,2022,2,18
ST10512,Curtis Taylor,Female,EEE,2023,5,19
ST10513,Allison Spencer,Male,CSE,2022,7,25
ST10514,Robert Arnold,Female,CSE,2022,2,23
ST10515,Angelica Parker,Male,MECH,2024,6,24
ST10516,Dr. Kelly Hammond DVM,Male,ECE,2023,7,19
ST10517,William Day,Male,MECH,2024,3,24
ST10518,Michael Cooper,Male,IT,2023,5,22
ST10519,Penny Bowman,Female,IT,2022,3,24
ST10520,Vincent Reynolds,Female,EEE,2023,8,19
ST10521,Amy Martinez,Female,ECE,2022,8,21
ST10522,Christopher Morris,Female,CSE,2022,5,18
ST10523,Hannah Everett,Female,ECE,2024,7,23
ST10524,Sarah King,Female,ECE,2023,3,22
ST10525,Krista Martinez,Female,MECH,2024,4,25
ST10526,Joseph Shaw,Female,IT,2023,6,22
ST10527,Todd Moore,Female,MECH,2022,6,24
ST10528,Michelle Jacobs,Female,EEE,2023,2,21
ST10529,Kristy Bryan,Male,AI_DS,2024,1,25
ST10530,Angel May,Male,EEE,2023,2,24
ST10531,Marilyn Wang,Female,IT,2024,5,21
ST10532,Mark Jimenez,Female,AI_DS,2022,7,24
ST10533,Donna Frye,Male,EEE,2024,8,24
ST10534,Dr. Michael Evans,Female,MECH,2022,6,19
ST10535,Anthony Gonzales,Male,IT,2024,6,20
ST10536,Mr. Lawrence Edwards,Male,MECH,2024,7,23
ST10537,Morgan Valencia,Female,CSE,2022,2,22
ST10538,Bianca Wood,Male,MECH,2024,4,25
ST10539,Emma Owens,Female,EEE,2023,3,23
ST10540,David Davis,Male,EEE,2022,5,24
ST10541,James Gilbert,Male,CSE,2024,3,23
ST10542,Sean Moore,Female,ECE,2023,4,25
ST10543,Kenneth Edwards,Female,EEE,2022,8,25
ST10544,Kathleen Robertson,Female,CSE,2023,1,19
ST10545,Mr. Alexander Landry MD,Male,ECE,2024,2,20
ST10546,Cindy Gomez,Male,MECH,2022,3,23
ST10547,Johnny Khan,Female,EEE,2022,7,20
ST10548,Julie Herrera,Male,AI_DS,2024,7,24
ST10549,Jessica Khan,Male,AI_DS,2024,4,25
ST10550,Pamela Diaz,Female,EEE,2022,4,21
ST10551,Kelly Lee,Female,AI_DS,2022,2,20
ST10552,Angel Gordon,Female,ECE,2022,8,19
ST10553,Diana Hays,Female,AI_DS,2023,6,24
ST10554,Barbara Hester,Female,MECH,2022,6,23
ST10555,Robert Morgan,Female,MECH,2022,5,19
ST10556,Nicole Gonzalez,Male,ECE,2022,4,22
ST10557,Kathryn Williams,Male,IT,2023,3,24
ST10558,Gary Wells,Female,MECH,2022,7,24
ST10559,Larry Robertson,Male,EEE,2024,3,20
ST10560,Louis Martin,Female,ECE,2022,3,23
ST10561,Nancy Evans MD,Female,MECH,2022,6,18
ST10562,Kim Erickson,Female,IT,2022,7,25
ST10563,Robert Richardson,Female,AI_DS,2023,7,25
ST10564,Veronica Silva,Female,IT,2022,1,21
ST10565,Molly Watts,Female,CSE,2023,4,22
ST10566,John Coffey,Male,EEE,2024,8,19
ST10567,Paula Lane,Male,ECE,2024,6,18
ST10568,Lauren Jackson,Female,MECH,2022,7,19
ST10569,Lisa Randall,Male,ECE,2022,8,22
ST10570,Michael Johnson,Female,CSE,2023,2,21
ST10571,Ashley Smith,Male,AI_DS,2024,6,24
ST10572,Christian Vaughn,Male,MECH,2022,4,21
ST10573,Reginald Knapp,Male,MECH,2023,5,20
ST10574,Nancy Brown,Female,AI_DS,2023,5,22
ST10575,Daniel Nguyen,Male,IT,2023,1,22
ST10576,Kelly Edwards,Male,AI_DS,2022,4,20
ST10577,Thomas Peterson,Female,IT,2024,7,25
ST10578,Raymond Le,Male,MECH,2024,5,24
ST10579,Melissa Bishop,Female,EEE,2022,2,24
ST10580,David Grant,Female,AI_DS,2023,8,25
ST10581,William Evans,Female,MECH,2022,2,25
ST10582,Daniel Bush,Female,CSE,2024,7,21
ST10583,Gregory Peck,Female,IT,2023,5,23
ST10584,Denise Martinez,Female,ECE,2024,3,25
ST10585,Jamie Baird,Female,AI_DS,2022,1,19
ST10586,Tina Ballard,Female,CSE,2022,3,25
ST10587,Dwayne Klein,Female,CSE,2023,4,20
ST10588,Jeremy Scott,Female,IT,2023,2,23
ST10589,Dale Ryan,Female,CSE,2023,3,18
ST10590,Melissa Taylor,Female,AI_DS,2023,4,24
ST10591,Laurie Sanchez,Male,AI_DS,2022,1,21
ST10592,Kiara Little,Female,CSE,2022,4,25
ST10593,Jason Love,Male,CSE,2024,6,19
ST10594,Randy Smith,Female,AI_DS,2022,8,19
ST10595,Tanya Russell,Male,EEE,2022,2,19
ST10596,Sherry Woods,Female,ECE,2023,3,24
ST10597,Victor Morris,Male,AI_DS,2024,3,19
ST10598,Susan Davis,Male,MECH,2024,3,25
ST10599,Kimberly Sharp,Female,AI_DS,2022,3,24
ST10600,Susan Thompson,Female,IT,2022,2,20
ST10601,Casey Gillespie,Male,MECH,2024,7,23
ST10602,Jennifer Simpson DVM,Female,ECE,2022,4,22
ST10603,Tammy Mcdowell,Male,IT,2024,5,18
ST10604,Keith Rodriguez,Female,IT,2024,4,24
ST10605,Mrs. Virginia Daniels,Female,AI_DS,2022,4,25
ST10606,Todd Rosales MD,Female,CSE,2022,8,19
ST10607,Brian Martin,Male,ECE,2023,3,24
ST10608,David Lopez,Female,ECE,2024,3,25
ST10609,Rachel Bradley,Male,CSE,2024,2,18
ST10610,Casey Chase,Female,IT,2022,1,24
ST10611,Samantha Robertson,Female,AI_DS,2024,7,24
ST10612,Michael Lopez,Female,CSE,2024,3,22
ST10613,Franklin Wright,Male,ECE,2022,4,20
ST10614,David Molina,Female,EEE,2024,2,22
ST10615,Elizabeth Sharp,Female,AI_DS,2022,1,21
ST10616,Matthew Schwartz,Male,EEE,2022,8,18
ST10617,Bryan Parker,Female,AI_DS,2024,3,19
ST10618,Jonathan Jacobson,Male,AI_DS,2022,1,20
ST10619,Emily Wilson,Female,ECE,2024,5,20
ST10620,Elizabeth Mendez,Female,IT,2024,5,19
ST10621,Casey Hernandez,Male,ECE,2023,5,19
ST10622,Lisa Perry,Female,AI_DS,2024,2,25
ST10623,Kaitlin Medina,Female,MECH,2023,1,25
ST10624,Colleen Wright,Male,ECE,2022,5,19
ST10625,Shelley Miller,Male,IT,2024,1,18
ST10626,Michael Miller,Male,IT,2022,8,23
ST10627,Amy Kelley,Female,IT,2022,1,24
ST10628,Laura Hernandez,Male,ECE,2022,7,23
ST10629,Joseph Wilson,Female,CSE,2024,6,19
ST10630,Kevin Davis,Male,IT,2022,1,24
ST10631,Rhonda Chavez,Male,EEE,2023,5,23
ST10632,Joyce Brown,Male,MECH,2023,1,23
ST10633,Robert Cummings,Male,ECE,2024,5,21
ST10634,Robert Reese,Female,ECE,2024,8,21
ST10635,Amber Cooper,Male,IT,2022,7,18
ST10636,Zachary Michael,Male,MECH,2023,1,23
ST10637,Timothy Johnson,Male,AI_DS,2023,5,19
ST10638,Randy Cannon,Male,MECH,2022,7,25
ST10639,Maria Fisher,Male,IT,2024,5,19
ST10640,Janet Kane DVM,Male,IT,2024,7,23
ST10641,Michael Stanley,Female,AI_DS,2022,2,20
ST10642,Martha Bailey,Female,CSE,2024,1,24
ST10643,Joshua Rice,Male,IT,2023,5,23
ST10644,Courtney Smith,Female,AI_DS,2024,6,23
ST10645,Edwin Nunez,Female,ECE,2022,2,21
ST10646,Kim Morrow,Male,MECH,2022,3,19
ST10647,Gregory Hill,Male,EEE,2023,6,24
ST10648,Molly Rodriguez,Male,MECH,2023,4,25
ST10649,Jennifer Miranda,Female,EEE,2023,2,19
ST10650,Alexis Harris,Male,AI_DS,2023,1,21
ST10651,Andrew Harper,Female,IT,2022,4,23
ST10652,Amber Yang,Female,MECH,2022,5,22
ST10653,David Robinson,Male,CSE,2023,8,21
ST10654,Amy Gordon,Male,EEE,2022,3,19
ST10655,Robert Dennis,Male,CSE,2022,3,21
ST10656,Kyle Chambers,Female,ECE,2024,2,22
ST10657,Eric Thomas,Male,CSE,2022,4,25
ST10658,Connie Turner,Male,CSE,2023,2,18
ST10659,Travis Hobbs,Female,CSE,2022,7,24
ST10660,Lori Simmons,Female,CSE,2023,7,20
ST10661,William David DDS,Female,IT,2022,5,22
ST10662,Emma Butler,Female,IT,2022,4,22
ST10663,James Webster,Female,EEE,2024,8,18
ST10664,Samuel Turner,Male,ECE,2023,3,24
ST10665,Renee Melendez,Male,AI_DS,2024,4,18
ST10666,Tracy Grant,Female,AI_DS,2023,8,25
ST10667,David Harris,Female,MECH,2024,6,24
ST10668,Tammy Boone,Female,IT,2022,6,21
ST10669,Nathaniel Lee,Male,ECE,2022,8,23
ST10670,Michael Morrison,Male,IT,2022,4,21
ST10671,Chelsea Gill,Female,MECH,2024,1,21
ST10672,Kristin Mendoza,Female,ECE,2022,3,21
ST10673,Felicia Krueger,Female,AI_DS,2024,6,18
ST10674,Timothy Hayden,Female,MECH,2024,3,21
ST10675,Zachary Mendoza,Female,MECH,2023,3,25
ST10676,Larry Harris,Male,CSE,2022,4,21
ST10677,Kristen Rowe,Male,MECH,2023,1,23
ST10678,Joseph Howard,Male,IT,2023,3,23
ST10679,Jose Crawford,Male,CSE,2022,3,19
ST10680,William Harrison,Female,CSE,2023,7,19
ST10681,Suzanne Wood,Female,ECE,2023,3,20
ST10682,Justin Walker,Female,AI_DS,2023,6,20
ST10683,Dean Donovan,Female,IT,2024,3,24
ST10684,Jennifer Hernandez,Female,AI_DS,2024,5,20
ST10685,James Whitaker,Male,AI_DS,2022,7,18
ST10686,Mr. Michael Scott PhD,Male,MECH,2023,4,19
ST10687,Maria Henry,Female,IT,2023,2,21
ST10688,Robert Jackson,Female,ECE,2022,2,23
ST10689,Katherine Stark,Female,CSE,2023,4,21
ST10690,Maria Brown,Male,ECE,2023,2,18
ST10691,Ryan Landry,Male,EEE,2023,7,20
ST10692,Pamela Gutierrez,Female,EEE,2023,6,24
ST10693,Crystal Mann,Male,EEE,2024,4,20
ST10694,Jonathan Brooks,Female,CSE,2022,5,18
ST10695,Mary Jensen,Female,ECE,2022,2,23
ST10696,Mr. Aaron Arnold,Male,EEE,2022,2,19
ST10697,Joseph Hill,Female,MECH,2024,8,18
ST10698,Alicia Li,Female,AI_DS,2022,7,20
ST10699,Renee Browning,Male,CSE,2023,4,21
ST10700,Brent Hernandez,Female,AI_DS,2024,5,22
ST10701,Joseph Ochoa,Female,IT,2022,1,24
ST10702,James Watson,Female,IT,2022,6,18
ST10703,Karl Branch,Female,CSE,2023,8,21
ST10704,Michael Abbott,Male,CSE,2022,3,22
ST10705,Shannon Malone,Male,EEE,2022,5,24
ST10706,James Tran,Female,EEE,2024,5,19
ST10707,Adam Jackson,Female,IT,2023,7,23
ST10708,Mr. Richard Knight PhD,Male,EEE,2022,5,25
ST10709,Joseph Williams,Female,ECE,2022,5,18
ST10710,Sean Clay,Male,AI_DS,2024,2,19
ST10711,Anthony Jones,Female,MECH,2023,4,18
ST10712,Stephanie Elliott,Female,MECH,2023,8,21
ST10713,Timothy Edwards,Female,ECE,2022,7,18
ST10714,Laurie Goodwin,Male,CSE,2023,3,20
ST10715,Jennifer Jones,Male,IT,2022,1,24
ST10716,David Davenport,Male,AI_DS,2023,4,20
ST10717,Steven Rivera,Female,ECE,2024,2,19
ST10718,Brenda Hinton,Female,MECH,2023,6,22
ST10719,Kathryn Mccann,Female,CSE,2024,7,19
ST10720,Jeffrey Roberson,Female,IT,2022,2,19
ST10721,Randy Friedman,Male,ECE,2024,6,24
ST10722,Raymond Johnson,Female,EEE,2024,8,25
ST10723,Willie Henry,Male,IT,2023,7,20
ST10724,Todd Reynolds,Female,CSE,2023,6,21
ST10725,Mary Miller,Male,AI_DS,2023,5,23
ST10726,Rebecca Marquez,Male,ECE,2023,5,22
ST10727,Christian Dawson,Female,AI_DS,2024,2,21
ST10728,Nancy Stewart,Male,ECE,2024,8,23
ST10729,Aaron Parker,Female,AI_DS,2023,2,21
ST10730,Derrick Anderson,Female,IT,2023,8,23
ST10731,Jerry Peters,Male,MECH,2022,2,22
ST10732,Alexander Gomez,Female,IT,2024,1,20
ST10733,Kyle Nguyen,Male,IT,2022,4,18
ST10734,Edgar Hughes,Female,CSE,2023,4,22
ST10735,Steven Stein,Female,EEE,2024,7,19
ST10736,Laura Jackson,Male,IT,2023,8,25
ST10737,Charles Turner,Male,EEE,2024,6,23
ST10738,Arthur Hamilton MD,Male,ECE,2024,2,22
ST10739,Mr. David Wright,Male,EEE,2022,3,21
ST10740,Linda Gonzalez,Male,AI_DS,2022,4,22
ST10741,Eric Rush,Female,MECH,2022,1,25
ST10742,Manuel Brock,Male,AI_DS,2022,1,21
ST10743,George Ochoa,Female,MECH,2023,5,24
ST10744,Valerie Taylor,Female,ECE,2023,5,21
ST10745,Travis Harris,Female,ECE,2024,7,19
ST10746,Vincent Novak,Male,MECH,2024,6,22
ST10747,Michael Henry,Female,AI_DS,2022,8,19
ST10748,Dana Bennett,Female,ECE,2024,6,22
ST10749,Jenna Wilson,Female,AI_DS,2024,5,21
ST10750,Leslie Gardner,Male,MECH,2022,1,24
ST10751,Krista Benton,Female,AI_DS,2022,1,25
ST10752,Michael Gonzales,Female,ECE,2023,7,24
ST10753,Michael Fuentes,Male,MECH,2024,4,23
ST10754,Jennifer Porter,Male,AI_DS,2024,8,23
ST10755,Dana Hopkins,Female,IT,2024,3,22
ST10756,Rachel Jones,Male,EEE,2022,5,20
ST10757,Karen Morales DDS,Female,AI_DS,2022,4,23
ST10758,Melissa Stephens,Male,AI_DS,2023,7,23
ST10759,Heather Woodard,Female,ECE,2024,5,25
ST10760,Margaret Miller,Male,EEE,2022,2,25
ST10761,Mary Kelly,Male,MECH,2022,7,22
ST10762,Amanda Terrell,Female,CSE,2022,3,21
ST10763,Jennifer Goodwin,Female,EEE,2024,8,20
ST10764,Jessica Smith,Female,AI_DS,2022,2,25
ST10765,Jorge Stone,Female,AI_DS,2022,6,18
ST10766,Laura Griffin,Male,EEE,2023,4,20
ST10767,Raymond Chapman,Male,EEE,2022,3,24
ST10768,Haley Johnson,Female,EEE,2023,8,24
ST10769,Jason Nixon,Male,CSE,2024,4,23
ST10770,Todd Thomas,Male,ECE,2024,4,18
ST10771,Jesse Clark,Male,AI_DS,2024,4,21
ST10772,Mr. Jeffrey Horton,Female,ECE,2022,2,24
ST10773,Eric Patrick,Female,IT,2022,1,22
ST10774,Samuel Wong,Female,EEE,2024,6,24
ST10775,Carly Riggs,Male,ECE,2023,6,21
ST10776,Christopher Moore,Male,EEE,2022,4,21
ST10777,Tina Hall,Male,IT,2024,1,20
ST10778,Cody Davidson,Male,ECE,2024,1,24
ST10779,Allen Mendez,Female,MECH,2024,1,18
ST10780,Kevin Price,Male,AI_DS,2022,1,19
ST10781,Christine Goodwin,Female,EEE,2023,2,22
ST10782,Amy Garcia,Female,AI_DS,2022,4,18
ST10783,Chelsea Nguyen,Female,EEE,2024,2,22
ST10784,Dennis Huffman,Male,EEE,2022,2,22
ST10785,Margaret Harper,Male,CSE,2023,4,21
ST10786,Laurie Bailey,Female,MECH,2022,6,24
ST10787,Lisa Cervantes,Female,IT,2022,8,21
ST10788,Elizabeth Mendez,Female,ECE,2022,1,18
ST10789,Cesar Wilson,Male,CSE,2024,8,20
ST10790,Clayton Steele,Male,MECH,2022,2,22
ST10791,Jennifer Taylor,Male,EEE,2023,5,25
ST10792,Cody Reid,Male,CSE,2022,1,22
ST10793,Maria Cooke,Female,AI_DS,2023,7,19
ST10794,Katherine Taylor,Male,CSE,2022,3,20
ST10795,Jerry Brown,Female,ECE,2023,5,19
ST10796,Adam Taylor,Female,ECE,2022,2,24
ST10797,Tracey Wagner,Female,EEE,2023,7,25
ST10798,Michael Perry PhD,Female,AI_DS,2022,2,20
ST10799,Bradley Johnson DDS,Male,IT,2022,7,25
ST10800,Donald Medina,Female,IT,2024,7,23
ST10801,Jim Newton,Male,AI_DS,2024,3,25
ST10802,Krista Wilson,Female,CSE,2023,8,18
ST10803,Reginald Morrow,Male,ECE,2024,6,18
ST10804,Rodney Williams,Male,AI_DS,2023,2,24
ST10805,Kimberly Fritz,Male,EEE,2023,7,20
ST10806,Ronald Potter,Male,CSE,2024,3,25
ST10807,Zachary Cole,Female,IT,2022,8,23
ST10808,Robert Gonzales,Male,ECE,2023,1,21
ST10809,Patricia Young PhD,Female,EEE,2022,2,25
ST10810,Heather Page,Female,MECH,2023,2,25
ST10811,Carol Taylor,Female,ECE,2022,8,18
ST10812,Daniel Brown,Male,EEE,2023,1,18
ST10813,Douglas Ryan,Male,MECH,2024,5,21
ST10814,Michael Roberts,Female,ECE,2023,1,21
ST10815,Scott Duke,Female,ECE,2024,8,23
ST10816,Anna Estes,Female,CSE,2022,4,18
ST10817,Tamara Riddle,Female,ECE,2024,5,23
ST10818,Beth Cline,Male,CSE,2022,8,20
ST10819,Michael Poole,Female,CSE,2023,4,21
ST10820,Megan Burns,Male,EEE,2022,8,21
ST10821,Debra Perry,Female,CSE,2023,1,19
ST10822,Mark Beard,Female,EEE,2024,3,25
ST10823,Jose Ramirez,Male,MECH,2024,1,24
ST10824,Jackie Clements,Female,MECH,2022,3,20
ST10825,Aaron Schroeder,Male,EEE,2024,6,24
ST10826,Monica Ellis,Female,MECH,2024,4,22
ST10827,Heather Brown,Female,ECE,2023,8,20
ST10828,Claudia Jordan,Male,EEE,2024,5,23
ST10829,Derrick Clayton,Male,IT,2022,5,23
ST10830,Kenneth Knight,Male,AI_DS,2024,3,23
ST10831,Mr. Michael Williams,Male,ECE,2024,8,24
ST10832,Richard Stevens,Female,EEE,2022,2,18
ST10833,Scott Alexander,Female,IT,2022,1,21
ST10834,Tyler Harris,Female,IT,2023,5,20
ST10835,Bonnie Santos,Male,AI_DS,2023,4,18
ST10836,Timothy Hill,Female,EEE,2022,4,24
ST10837,Danielle Watson,Male,MECH,2024,5,18
ST10838,Carol Sanders,Female,EEE,2023,6,18
ST10839,Michael Young,Male,AI_DS,2023,4,25
ST10840,Michele Smith,Male,AI_DS,2024,6,21
ST10841,Casey Perez,Male,ECE,2023,3,19
ST10842,Alexandra Dominguez,Male,IT,2024,2,24
ST10843,Virginia Henderson,Male,EEE,2023,5,20
ST10844,Benjamin Reyes,Male,MECH,2023,1,23
ST10845,Ashley Edwards,Female,AI_DS,2022,1,20
ST10846,Breanna Ayala,Female,MECH,2022,5,25
ST10847,Brandi Haney,Female,CSE,2024,6,21
ST10848,Joseph Smith,Male,MECH,2022,3,24
ST10849,Jessica Bowen,Female,CSE,2023,4,21
ST10850,Brittany Jenkins,Female,ECE,2023,5,21
ST10851,Shannon Miller,Female,MECH,2024,1,19
ST10852,Paul Lawrence,Female,EEE,2022,4,18
ST10853,Victor Edwards,Female,EEE,2022,7,22
ST10854,Donald Miller,Female,CSE,2024,6,25
ST10855,Lindsay Lawson,Female,CSE,2023,4,23
ST10856,Melissa Abbott,Male,CSE,2022,1,19
ST10857,Elizabeth Holmes,Male,AI_DS,2024,4,24
ST10858,Nicole Phillips,Male,IT,2024,7,19
ST10859,Steven Blevins,Male,CSE,2023,6,18
ST10860,Brian Porter MD,Male,CSE,2022,3,22
ST10861,Vanessa Hatfield,Male,MECH,2022,5,24
ST10862,Bonnie Valencia,Female,EEE,2024,7,24
ST10863,Holly Vega,Female,CSE,2023,2,18
ST10864,Tiffany Townsend,Male,AI_DS,2024,1,19
ST10865,Austin Baker,Female,MECH,2022,5,22
ST10866,Antonio Mccormick,Male,ECE,2023,7,24
ST10867,Lori Mason,Male,EEE,2022,4,20
ST10868,Michael Miller,Female,MECH,2023,3,22
ST10869,Lisa Ramirez,Female,CSE,2024,3,19
ST10870,Jorge Harris,Male,CSE,2024,7,19
ST10871,Kimberly Myers,Female,IT,2024,6,21
ST10872,Sandra Becker,Female,AI_DS,2024,3,20
ST10873,Michael Blair,Male,IT,2024,5,21
ST10874,Amy Miller,Male,IT,2024,1,25
ST10875,Jesse Lynch,Male,ECE,2024,2,22
ST10876,Patrick Yang,Male,IT,2024,8,23
ST10877,Michael Miles,Female,IT,2024,4,19
ST10878,Troy Mills,Female,MECH,2022,4,23
ST10879,Michelle Jackson,Female,EEE,2023,5,20
ST10880,Richard Adams,Female,ECE,2023,3,18
ST10881,Patricia Johnson,Female,IT,2022,7,22
ST10882,Denise Brown,Female,IT,2024,6,25
ST10883,Laura Jones,Female,EEE,2023,5,25
ST10884,Ian Porter,Male,IT,2024,2,22
ST10885,Holly Scott,Male,MECH,2022,5,19
ST10886,Kenneth Sharp,Male,CSE,2024,1,24
ST10887,Jordan Williams,Male,CSE,2024,5,25
ST10888,Dana Ruiz,Male,ECE,2023,4,22
ST10889,Chris Velazquez,Male,EEE,2024,2,24
ST10890,Kristen Sloan,Female,MECH,2022,4,20
ST10891,Jennifer Morris,Male,EEE,2022,3,20
ST10892,Nathan Nelson,Female,ECE,2022,4,25
ST10893,Jake Shaw,Male,CSE,2023,6,21
ST10894,Cassie Brock,Male,AI_DS,2022,6,24
ST10895,Dr. Andrea Marshall,Female,EEE,2022,1,23
ST10896,Ryan Murphy,Male,AI_DS,2024,5,22
ST10897,Aimee Gonzalez,Male,EEE,2024,7,23
ST10898,Elizabeth Dean,Male,MECH,2023,7,21
ST10899,Kevin Snyder,Female,ECE,2023,8,25
ST10900,Christie Mccullough,Male,MECH,2022,8,20
ST10901,Danielle Smith,Male,CSE,2024,5,21
ST10902,David Reed,Male,IT,2022,6,19
ST10903,Sherry Tapia,Male,EEE,2023,2,25
ST10904,Matthew Sweeney,Female,EEE,2022,3,24
ST10905,Ashley Moreno,Male,IT,2022,3,20
ST10906,Johnathan Brown,Male,AI_DS,2024,1,20
ST10907,Michelle Davis DVM,Male,IT,2023,3,24
ST10908,Kelly Haynes,Male,AI_DS,2024,5,19
ST10909,William Miller,Male,EEE,2024,8,25
ST10910,Casey Wilkins,Male,IT,2023,3,20
ST10911,Keith Graham,Female,IT,2024,6,25
ST10912,Cynthia Green,Male,IT,2023,7,20
ST10913,Robert Haynes,Male,CSE,2022,7,20
ST10914,Emily Nelson,Male,IT,2023,1,19
ST10915,Dale Chan,Male,EEE,2024,3,18
ST10916,Brittney Martin,Female,MECH,2023,6,18
ST10917,Jason Herrera,Female,IT,2023,7,23
ST10918,Christine Parker,Male,EEE,2022,5,25
ST10919,Bryan Moore,Male,CSE,2023,7,22
ST10920,Samantha Terry,Male,CSE,2024,1,19
ST10921,Russell Murphy,Male,EEE,2024,4,23
ST10922,David Kelly,Female,ECE,2022,3,24
ST10923,Megan Green,Female,ECE,2024,7,23
ST10924,Amanda Sullivan MD,Female,AI_DS,2023,4,24
ST10925,Danielle Murray,Female,IT,2023,8,22
ST10926,Brenda Smith,Female,MECH,2023,7,20
ST10927,Vickie Anderson,Male,AI_DS,2022,8,20
ST10928,Jacqueline Mccoy,Male,IT,2024,7,23
ST10929,Lauren Green,Male,IT,2023,1,19
ST10930,Alison Brown,Male,EEE,2024,7,19
ST10931,Jill Anderson,Male,ECE,2022,6,19
ST10932,Sandra Rivera,Male,AI_DS,2023,7,22
ST10933,Joel Jackson,Male,IT,2024,8,25
ST10934,Samantha Foster,Male,IT,2024,5,21
ST10935,Michael Thompson,Male,MECH,2024,4,20
ST10936,Cody Ramirez,Male,ECE,2022,1,20
ST10937,Amanda Harvey,Male,ECE,2023,6,24
ST10938,Edward Jenkins,Female,MECH,2022,1,19
ST10939,Amy Ramirez,Male,MECH,2023,6,23
ST10940,Curtis Wilkerson,Female,IT,2024,4,25
ST10941,Lydia Pham,Female,MECH,2022,5,20
ST10942,Virginia Casey,Female,MECH,2022,2,22
ST10943,Joshua Washington,Female,CSE,2024,5,22
ST10944,Kathryn Price,Female,EEE,2024,8,21
ST10945,Francis Robinson,Female,EEE,2024,8,18
ST10946,Paula Brown,Female,CSE,2023,2,24
ST10947,Kendra Wang DVM,Male,AI_DS,2024,4,23
ST10948,Ariel Sandoval,Female,ECE,2024,1,22
ST10949,Robert Stark,Male,ECE,2022,7,23
ST10950,Zachary Robinson,Male,MECH,2022,8,23
ST10951,Rebecca Kelly,Female,IT,2024,5,20
ST10952,Sarah Thompson,Male,EEE,2024,4,21
ST10953,Renee Wolfe,Male,ECE,2022,4,21
ST10954,Alyssa Haynes,Male,MECH,2023,3,19
ST10955,Kristy Hart,Male,CSE,2024,8,18
ST10956,William Keith,Male,EEE,2023,6,25
ST10957,Eric Henry Jr.,Female,EEE,2022,5,24
ST10958,Daniel Fox,Male,MECH,2022,1,24
ST10959,Thomas Harris,Female,MECH,2022,6,24
ST10960,Mitchell Sellers,Male,EEE,2022,8,23
ST10961,Erica Johnson,Male,CSE,2024,4,24
ST10962,Sylvia Schroeder,Male,ECE,2023,5,20
ST10963,Shannon Yu,Female,IT,2023,8,23
ST10964,Tom Foster,Female,IT,2023,7,21
ST10965,Eric Taylor,Female,AI_DS,2023,6,24
ST10966,Travis Conner,Female,EEE,2022,3,21
ST10967,Marie Thompson,Male,AI_DS,2023,4,24
ST10968,Melissa Mcfarland,Female,IT,2022,3,25
ST10969,Courtney Chapman,Male,IT,2023,8,20
ST10970,Eric Barker,Female,EEE,2023,5,18
ST10971,Nicholas Rush,Female,CSE,2024,3,18
ST10972,Jenna Gamble,Male,ECE,2023,2,25
ST10973,Amanda Guzman,Female,ECE,2023,6,22
ST10974,Tracy Walker,Female,CSE,2023,2,23
ST10975,Taylor Taylor,Male,MECH,2024,3,22
ST10976,Cynthia Haas,Female,ECE,2024,8,25
ST10977,Stephen Davis,Male,EEE,2024,5,25
ST10978,Margaret Tanner,Male,IT,2024,6,24
ST10979,Derek Wright,Female,CSE,2022,3,23
ST10980,David Rodriguez,Male,ECE,2023,5,22
ST10981,James Oconnor,Female,ECE,2023,6,25
ST10982,Stacey Snyder,Female,IT,2022,1,20
ST10983,Joshua Garcia,Male,AI_DS,2023,2,21
ST10984,Sean Curtis,Male,EEE,2022,2,19
ST10985,Carla Jones,Female,MECH,2022,1,24
ST10986,Elizabeth Flores,Male,CSE,2023,3,19
ST10987,Angela Jackson,Female,ECE,2022,4,22
ST10988,Nicholas Payne,Female,AI_DS,2022,3,20
ST10989,Anna Wheeler,Male,CSE,2024,6,23
ST10990,Karen Johnson,Female,EEE,2024,5,25
ST10991,Carmen Preston,Male,AI_DS,2024,3,25
ST10992,Brian Harris,Female,MECH,2024,5,23
ST10993,Michael Bowen,Female,MECH,2022,2,25
ST10994,Deborah Campbell,Female,ECE,2023,5,20
ST10995,Anthony Armstrong,Female,CSE,2022,3,23
ST10996,Brittany Ward,Female,EEE,2024,1,25
ST10997,Edward Stanley,Female,ECE,2022,7,22
ST10998,Christina Johnson,Male,CSE,2024,6,21
ST10999,Edgar Miller,Female,MECH,2023,7,21
ST11000,Elizabeth Sanders,Male,AI_DS,2024,7,24
